clientId,ms,x,y,z
alpha,5302,-0.015625,0.0625,0.736328125
alpha,5305,-0.03125,-0.0078125,0.6875
alpha,5309,0.03125,-0.099609375,0.84765625
alpha,5311,0.1328125,0.294921875,1.279296875
alpha,5314,0.11328125,0.083984375,1.322265625
alpha,5316,0.126953125,0.177734375,1.080078125
alpha,5319,0.26171875,0.109375,1.154296875
alpha,5322,0.224609375,0.125,1.064453125
alpha,5324,0.193359375,0.017578125,0.873046875
alpha,5327,0.328125,0.009765625,1.1171875
alpha,5330,0.322265625,0.0859375,0.685546875
alpha,5334,0.1328125,0.146484375,0.505859375
alpha,5336,0.138671875,0.125,0.638671875
alpha,5339,0.1328125,0.0234375,0.64453125
alpha,5341,0.322265625,-0.037109375,0.73046875
alpha,5344,0.40625,0.07421875,0.8828125
alpha,5347,0.37890625,0.07421875,0.77734375
alpha,5349,0.3125,0.064453125,0.78125
alpha,5351,0.248046875,0.08984375,0.83984375
alpha,5354,0.23828125,0.021484375,0.890625
alpha,5356,0.322265625,0.087890625,0.88671875
alpha,5359,0.37890625,0.08203125,0.92578125
alpha,5361,0.375,0.072265625,0.90625
alpha,5364,0.42578125,0.056640625,0.87890625
alpha,5366,0.46484375,0.0703125,0.931640625
alpha,5369,0.484375,0.080078125,1.02734375
alpha,5371,0.5078125,0.103515625,1.01953125
alpha,5374,0.5078125,0.09375,1.037109375
alpha,5376,0.494140625,0.01953125,0.935546875
alpha,5379,0.583984375,-0.044921875,0.841796875
alpha,5381,0.646484375,-0.05078125,0.705078125
alpha,5384,0.572265625,0.0234375,1.03515625
alpha,5387,0.375,0.251953125,1.001953125
alpha,5389,0.435546875,0.080078125,0.8046875
alpha,5392,0.748046875,-0.0390625,1.17578125
alpha,5394,0.65625,0.044921875,1.203125
alpha,5397,0.65234375,0.0546875,1.1484375
alpha,5399,0.310546875,0.169921875,0.732421875
alpha,5402,0.279296875,-0.111328125,0.587890625
alpha,5404,0.482421875,-0.029296875,1.060546875
alpha,5407,0.1875,-0.353515625,0.828125
alpha,5409,0.21484375,-0.03515625,0.916015625
alpha,5412,0.224609375,-0.056640625,0.986328125
alpha,5414,0.12890625,0.328125,1.591796875
alpha,5418,-0.0390625,-0.01953125,0.365234375
alpha,5421,-0.0078125,-0.04296875,0.619140625
alpha,5424,-0.25,0.072265625,0.9453125
alpha,5426,-0.181640625,0.046875,1.203125
alpha,5429,0.017578125,-0.009765625,1.30859375
alpha,5431,0.109375,0.328125,1.349609375
alpha,5434,-0.19921875,0.294921875,1.880859375
alpha,5436,-0.4453125,-0.328125,0.95703125
alpha,5439,-0.0625,-0.109375,0.970703125
alpha,5442,0.06640625,0.072265625,1.388671875
alpha,5444,-0.689453125,0.224609375,1.1328125
alpha,5447,-0.796875,0.2578125,1.203125
alpha,5450,-0.615234375,0.134765625,1.671875
alpha,5454,-0.228515625,0.169921875,2.078125
alpha,5457,-0.44140625,0.18359375,1.783203125
alpha,5459,-0.21484375,0.07421875,1.490234375
alpha,5462,-0.087890625,0.326171875,1.40625
alpha,5464,-0.0546875,0.03125,1.197265625
alpha,5467,-0.076171875,-0.015625,1.123046875
alpha,5469,-0.00390625,-0.001953125,1.23828125
alpha,5472,0.015625,0.064453125,1.533203125
alpha,5474,-0.1171875,0.1171875,1.451171875
alpha,5476,-0.328125,0.08203125,1.28125
alpha,5479,-0.208984375,0.0390625,1.1640625
alpha,5481,-0.060546875,0.095703125,1.130859375
alpha,5484,-0.189453125,-0.26171875,0.7109375
alpha,5486,-0.150390625,-0.125,0.87890625
alpha,5489,-0.05859375,-0.0859375,1.11328125
alpha,5491,-0.025390625,-0.041015625,1.05859375
alpha,5494,0.017578125,0.10546875,0.998046875
alpha,5496,0.119140625,0.24609375,1.15234375
alpha,5499,0.09375,0.109375,1.017578125
alpha,5502,0.0,0.068359375,0.849609375
alpha,5504,-0.072265625,0.09765625,0.951171875
alpha,5507,-0.078125,0.1640625,1.009765625
alpha,5509,-0.099609375,0.02734375,1.0546875
alpha,5512,-0.21875,-0.05078125,0.998046875
alpha,5514,-0.22265625,-0.0546875,1.015625
alpha,5517,-0.146484375,-0.060546875,0.9609375
alpha,5519,-0.095703125,0.021484375,1.00390625
alpha,5522,-0.0625,0.08203125,1.06640625
alpha,5524,-0.12109375,0.140625,0.9375
alpha,5527,0.009765625,0.09765625,0.919921875
alpha,5529,0.046875,-0.04296875,0.734375
alpha,5532,-0.171875,0.13671875,0.939453125
alpha,5534,-0.458984375,0.0859375,1.19921875
alpha,5537,-0.55078125,0.0625,1.052734375
alpha,5540,-0.310546875,-0.109375,0.841796875
alpha,5543,-0.05859375,0.0703125,1.125
alpha,5547,0.021484375,0.09375,1.056640625
alpha,5549,0.015625,0.1328125,1.1171875
alpha,5552,-0.064453125,0.05078125,0.974609375
alpha,5555,-0.06640625,0.125,0.880859375
alpha,5557,-0.109375,0.033203125,0.802734375
alpha,5560,-0.22265625,0.125,0.896484375
alpha,5562,-0.205078125,0.13671875,0.794921875
alpha,5565,-0.15625,0.060546875,0.896484375
alpha,5568,-0.19140625,0.064453125,0.908203125
alpha,5571,-0.0859375,-0.09375,0.8359375
alpha,5573,-0.021484375,0.013671875,0.720703125
alpha,5576,-0.04296875,0.041015625,0.837890625
alpha,5578,-0.0390625,0.025390625,0.896484375
alpha,5581,0.072265625,0.064453125,0.951171875
alpha,5584,0.111328125,0.09765625,1.0078125
alpha,5586,0.15625,0.08203125,0.9296875
alpha,5589,0.1328125,0.01953125,0.921875
alpha,5591,0.08203125,0.05078125,0.791015625
alpha,5594,0.087890625,0.0078125,0.90625
alpha,5596,0.09765625,0.052734375,0.998046875
alpha,5599,0.08203125,0.0390625,1.0
alpha,5601,0.1171875,0.0234375,1.01171875
alpha,5604,0.1640625,0.150390625,0.970703125
alpha,5606,0.205078125,0.134765625,0.990234375
alpha,5609,0.21875,0.08984375,0.9765625
alpha,5611,0.3359375,0.16015625,0.984375
alpha,5614,0.462890625,0.130859375,1.099609375
alpha,5616,0.46484375,0.09765625,0.828125
alpha,5619,0.365234375,0.044921875,0.765625
alpha,5621,0.216796875,0.09765625,0.951171875
alpha,5624,0.267578125,0.06640625,1.005859375
alpha,5626,0.3671875,0.09765625,1.08203125
alpha,5629,0.34765625,0.171875,1.13671875
alpha,5631,0.34375,0.123046875,1.125
alpha,5634,0.439453125,0.11328125,1.123046875
alpha,5636,0.533203125,0.10546875,1.052734375
alpha,5639,0.4765625,0.08984375,0.875
alpha,5641,0.474609375,0.046875,0.734375
alpha,5644,0.4453125,-0.00390625,0.654296875
alpha,5646,0.390625,0.001953125,0.65234375
alpha,5649,0.298828125,-0.171875,0.673828125
alpha,5651,0.35546875,0.05078125,1.09765625
alpha,5654,0.32421875,0.1328125,1.37890625
alpha,5657,0.4453125,0.009765625,1.43359375
alpha,5659,0.62109375,0.24609375,1.689453125
alpha,5662,0.759765625,0.1328125,1.525390625
alpha,5664,0.6328125,0.119140625,1.013671875
alpha,5667,0.482421875,0.03125,0.576171875
alpha,5670,0.35546875,-0.330078125,-0.02734375
alpha,5672,0.38671875,-0.25,0.94140625
alpha,5675,0.046875,-0.19140625,1.263671875
alpha,5677,-0.12890625,0.4140625,1.7421875
alpha,5680,-0.087890625,0.34375,1.62109375
alpha,5684,0.298828125,0.291015625,1.451171875
alpha,5687,0.392578125,-0.1015625,0.837890625
alpha,5689,0.361328125,-0.130859375,0.78125
alpha,5692,0.287109375,-0.318359375,0.255859375
alpha,5696,0.23828125,0.3125,0.84765625
alpha,5699,0.041015625,0.041015625,0.779296875
alpha,5701,0.056640625,-0.671875,-0.1015625
alpha,5704,0.0,-0.455078125,0.1875
alpha,5706,-0.3828125,-0.095703125,0.83984375
alpha,5709,-0.33984375,0.0625,0.630859375
alpha,5711,-0.2578125,-0.279296875,0.556640625
alpha,5714,0.2265625,-0.56640625,0.6171875
alpha,5716,0.564453125,-0.435546875,0.37109375
alpha,5719,0.08984375,-0.0859375,0.93359375
alpha,5721,-0.337890625,0.1875,1.458984375
alpha,5724,-0.30078125,0.07421875,1.53125
alpha,5726,-0.1953125,-0.091796875,1.37109375
alpha,5729,-0.181640625,-0.1328125,1.20703125
alpha,5731,-0.0546875,-0.150390625,1.099609375
alpha,5734,0.16796875,-0.0546875,1.322265625
alpha,5736,-0.0625,0.06640625,1.041015625
alpha,5739,-0.1328125,-0.02734375,0.875
alpha,5741,-0.119140625,-0.01171875,0.77734375
alpha,5744,-0.115234375,-0.140625,0.595703125
alpha,5746,-0.251953125,-0.255859375,0.298828125
alpha,5749,-0.322265625,-0.185546875,0.240234375
alpha,5751,-0.19921875,-0.224609375,0.259765625
alpha,5754,-0.046875,-0.1328125,0.794921875
alpha,5756,-0.125,0.009765625,0.98828125
alpha,5759,-0.08203125,0.005859375,0.94921875
alpha,5762,0.09375,-0.091796875,0.90234375
alpha,5764,0.228515625,-0.021484375,0.708984375
alpha,5767,0.05859375,-0.123046875,0.34375
alpha,5769,-0.05859375,-0.072265625,0.41015625
alpha,5772,-0.15234375,0.095703125,0.630859375
alpha,5774,-0.169921875,0.099609375,0.69140625
alpha,5777,-0.19921875,-0.017578125,0.76171875
alpha,5779,-0.087890625,0.005859375,0.703125
alpha,5782,-0.00390625,-0.099609375,0.84375
alpha,5785,-0.078125,-0.015625,0.9296875
alpha,5787,-0.115234375,-0.056640625,1.076171875
alpha,5790,0.0,0.029296875,1.1640625
alpha,5793,-0.103515625,-0.001953125,1.083984375
alpha,5797,-0.185546875,0.09765625,1.041015625
alpha,5799,-0.19921875,-0.1328125,0.8828125
alpha,5802,-0.310546875,0.091796875,0.84375
alpha,5805,-0.4375,0.0390625,0.833984375
alpha,5807,-0.494140625,0.123046875,0.669921875
alpha,5810,-0.75,0.005859375,0.302734375
alpha,5813,-0.21484375,0.078125,0.494140625
alpha,5815,-0.21875,-0.005859375,0.525390625
alpha,5818,-0.236328125,-0.017578125,0.380859375
alpha,5822,-0.265625,0.046875,0.76171875
alpha,5824,-0.40234375,0.08203125,0.955078125
alpha,5827,-0.333984375,0.130859375,1.025390625
alpha,5829,-0.22265625,0.099609375,0.974609375
alpha,5832,-0.16015625,-0.041015625,0.708984375
alpha,5834,-0.2734375,-0.017578125,0.701171875
alpha,5837,-0.421875,0.087890625,0.958984375
alpha,5839,-0.4921875,0.0078125,0.953125
alpha,5842,-0.361328125,0.0546875,0.908203125
alpha,5844,-0.2265625,0.029296875,0.9375
alpha,5847,-0.103515625,0.01953125,0.8203125
alpha,5849,-0.1015625,-0.01171875,0.837890625
alpha,5852,-0.099609375,0.013671875,0.875
alpha,5854,-0.181640625,0.01171875,1.00390625
alpha,5857,-0.1328125,-0.00390625,0.9765625
alpha,5859,-0.09765625,-0.0859375,0.783203125
alpha,5862,-0.1796875,-0.01953125,0.94140625
alpha,5865,-0.201171875,0.03515625,1.154296875
alpha,5868,-0.0703125,0.0703125,1.1796875
alpha,5870,-0.13671875,0.12890625,1.1875
alpha,5873,-0.1484375,0.03515625,1.220703125
alpha,5875,-0.234375,0.154296875,1.18359375
alpha,5878,-0.25390625,0.12890625,1.228515625
alpha,5880,-0.166015625,0.181640625,1.1484375
alpha,5883,-0.09765625,0.119140625,1.14453125
alpha,5885,-0.07421875,0.181640625,1.126953125
alpha,5888,-0.083984375,0.11328125,1.091796875
alpha,5891,-0.07421875,0.087890625,1.025390625
alpha,5893,-0.044921875,0.111328125,1.125
alpha,5896,-0.046875,0.11328125,1.173828125
alpha,5898,-0.025390625,0.130859375,1.201171875
alpha,5901,-0.029296875,0.072265625,0.986328125
alpha,5903,-0.087890625,0.021484375,0.904296875
alpha,5906,-0.083984375,0.08203125,0.814453125
alpha,5909,-0.08203125,0.0390625,0.916015625
alpha,5911,-0.078125,0.11328125,1.1796875
alpha,5914,-0.06640625,0.052734375,1.232421875
alpha,5916,-0.046875,0.103515625,1.138671875
alpha,5919,-0.033203125,0.04296875,1.232421875
alpha,5921,-0.005859375,0.10546875,1.291015625
alpha,5924,0.009765625,0.1328125,1.330078125
alpha,5927,-0.04296875,0.123046875,1.349609375
alpha,5930,-0.10546875,-0.015625,1.01953125
alpha,5934,-0.015625,-0.017578125,0.87890625
alpha,5936,0.03125,-0.005859375,0.873046875
alpha,5939,0.03125,-0.005859375,0.916015625
alpha,5941,-0.068359375,0.00390625,1.119140625
alpha,5944,-0.095703125,0.123046875,1.154296875
alpha,5946,0.01171875,0.0390625,0.939453125
alpha,5949,0.080078125,-0.228515625,0.53515625
alpha,5951,-0.13671875,-0.060546875,0.451171875
alpha,5954,-0.16015625,0.0859375,0.689453125
alpha,5956,-0.22265625,0.064453125,0.7890625
alpha,5959,-0.00390625,-0.05859375,0.6640625
alpha,5961,0.064453125,0.01953125,0.875
alpha,5964,0.189453125,0.06640625,1.03125
alpha,5966,0.15625,0.146484375,1.078125
alpha,5969,0.1171875,0.1328125,0.94140625
alpha,5971,0.1875,-0.021484375,0.591796875
alpha,5974,0.3671875,-0.150390625,0.283203125
alpha,5976,0.30078125,-0.212890625,0.17578125
alpha,5979,0.197265625,-0.140625,0.29296875
alpha,5981,0.16015625,-0.1171875,0.615234375
alpha,5984,0.130859375,-0.033203125,0.873046875
alpha,5986,0.001953125,0.134765625,1.109375
alpha,5989,-0.009765625,0.06640625,1.275390625
alpha,5991,0.193359375,0.14453125,1.400390625
alpha,5994,0.328125,0.052734375,1.279296875
alpha,5996,0.412109375,0.021484375,1.271484375
alpha,5999,0.3984375,0.078125,1.1328125
alpha,6002,0.2265625,0.01171875,1.12890625
alpha,6004,0.193359375,0.07421875,0.970703125
alpha,6007,0.146484375,-0.029296875,0.890625
alpha,6009,0.16015625,-0.005859375,1.017578125
alpha,6012,0.171875,0.033203125,0.94140625
alpha,6014,0.099609375,0.0,0.990234375
alpha,6018,0.052734375,0.0,0.984375
alpha,6021,-0.009765625,-0.013671875,0.896484375
alpha,6023,0.0234375,0.005859375,1.013671875
alpha,6026,-0.021484375,0.052734375,1.021484375
alpha,6029,-0.044921875,0.017578125,0.955078125
alpha,6031,-0.013671875,0.03515625,0.970703125
alpha,6034,-0.017578125,0.03515625,0.984375
alpha,6036,-0.068359375,0.021484375,1.025390625
alpha,6039,-0.06640625,0.001953125,1.015625
alpha,6041,-0.048828125,0.095703125,0.994140625
alpha,6044,-0.021484375,-0.078125,0.92578125
alpha,6047,-0.078125,0.0,0.919921875
alpha,6049,-0.12109375,0.015625,0.986328125
alpha,6052,-0.29296875,0.001953125,0.86328125
alpha,6055,-0.1953125,-0.00390625,0.828125
alpha,6057,-0.263671875,0.083984375,1.0
alpha,6060,-0.24609375,-0.08203125,0.6171875
alpha,6062,-0.05859375,-0.142578125,0.51171875
alpha,6065,-0.052734375,-0.20703125,0.412109375
alpha,6067,-0.03125,-0.35546875,0.228515625
alpha,6070,-0.02734375,-0.001953125,0.68359375
alpha,6072,-0.212890625,0.13671875,1.046875
alpha,6075,-0.203125,-0.05859375,0.751953125
alpha,6077,-0.0546875,-0.076171875,0.673828125
alpha,6080,-0.169921875,0.095703125,0.85546875
alpha,6082,-0.23046875,-0.044921875,0.52734375
alpha,6085,-0.08984375,-0.173828125,0.185546875
alpha,6087,-0.09765625,-0.234375,-0.009765625
alpha,6090,-0.130859375,-0.255859375,-0.046875
alpha,6092,-0.107421875,0.072265625,0.3984375
alpha,6095,0.0625,0.03515625,0.77734375
alpha,6097,0.212890625,-0.103515625,0.71484375
alpha,6100,0.263671875,0.029296875,0.892578125
alpha,6102,0.23046875,0.291015625,1.474609375
alpha,6105,0.154296875,0.451171875,1.482421875
alpha,6107,0.248046875,0.26953125,1.46875
alpha,6110,0.33203125,0.09765625,1.345703125
alpha,6112,0.32421875,0.048828125,1.40234375
alpha,6115,0.25,0.134765625,1.28515625
alpha,6118,0.2578125,0.255859375,1.53125
alpha,6120,0.099609375,0.49609375,1.70703125
alpha,6123,0.2265625,0.1796875,1.728515625
alpha,6125,0.603515625,0.234375,1.927734375
alpha,6128,0.41015625,0.5234375,2.080078125
alpha,6130,0.154296875,0.251953125,1.45703125
alpha,6133,0.3671875,0.15625,1.27734375
alpha,6135,0.423828125,0.189453125,1.412109375
alpha,6138,0.21484375,0.166015625,1.171875
alpha,6141,0.21484375,0.341796875,1.40234375
alpha,6143,0.279296875,0.052734375,1.009765625
alpha,6146,0.287109375,-0.087890625,0.8203125
alpha,6148,0.203125,0.06640625,0.783203125
alpha,6151,0.1328125,0.080078125,0.93359375
alpha,6153,0.173828125,-0.009765625,0.900390625
alpha,6156,0.21484375,0.05078125,0.8359375
alpha,6159,0.16015625,0.044921875,0.8515625
alpha,6161,0.173828125,0.05859375,0.88671875
alpha,6164,0.20703125,0.048828125,0.9765625
alpha,6167,0.166015625,0.056640625,0.9765625
alpha,6170,0.154296875,0.064453125,0.947265625
alpha,6172,0.185546875,0.099609375,1.017578125
alpha,6175,0.201171875,0.123046875,1.001953125
alpha,6177,0.177734375,0.111328125,1.0078125
alpha,6180,0.1484375,0.076171875,1.0
alpha,6182,0.130859375,0.08984375,0.953125
alpha,6184,0.171875,0.076171875,0.982421875
alpha,6187,0.216796875,0.048828125,0.955078125
alpha,6189,0.27734375,0.16796875,1.021484375
alpha,6192,0.236328125,0.0234375,0.935546875
alpha,6194,0.181640625,0.080078125,0.9921875
alpha,6197,0.189453125,0.09765625,0.98046875
alpha,6199,0.162109375,0.078125,0.94921875
alpha,6202,0.0859375,0.01171875,0.859375
alpha,6204,0.068359375,-0.0546875,0.65234375
alpha,6207,0.013671875,-0.068359375,0.69140625
alpha,6209,0.060546875,-0.076171875,0.78515625
alpha,6212,0.140625,-0.005859375,0.857421875
alpha,6214,0.09765625,0.033203125,0.890625
alpha,6217,0.078125,0.00390625,0.91015625
alpha,6219,0.091796875,0.005859375,0.82421875
alpha,6222,0.166015625,-0.03125,0.837890625
alpha,6224,0.130859375,0.025390625,0.943359375
alpha,6227,0.033203125,0.033203125,1.046875
alpha,6229,0.0625,0.103515625,1.154296875
alpha,6232,0.0859375,0.095703125,1.02734375
alpha,6235,0.103515625,-0.029296875,0.728515625
alpha,6237,0.185546875,-0.083984375,0.55859375
alpha,6240,0.19921875,-0.064453125,0.7265625
alpha,6243,0.08984375,-0.078125,0.876953125
alpha,6245,0.013671875,0.03515625,0.98828125
alpha,6248,-0.087890625,0.0859375,1.150390625
alpha,6250,-0.08203125,0.05859375,1.3515625
alpha,6253,-0.033203125,0.11328125,1.19921875
alpha,6255,0.005859375,-0.109375,0.927734375
alpha,6258,0.0078125,-0.046875,1.05859375
alpha,6260,0.0078125,-0.013671875,1.080078125
alpha,6263,0.029296875,-0.041015625,1.056640625
alpha,6266,0.072265625,0.02734375,1.091796875
alpha,6268,0.109375,-0.0078125,0.921875
alpha,6271,0.123046875,0.00390625,0.84375
alpha,6273,0.076171875,-0.046875,0.84765625
alpha,6276,0.001953125,-0.0703125,0.89453125
alpha,6279,-0.03515625,-0.09375,0.94140625
alpha,6283,-0.056640625,-0.0234375,1.0390625
alpha,6285,-0.0546875,0.005859375,1.0546875
alpha,6288,-0.05078125,-0.033203125,0.99609375
alpha,6291,-0.029296875,-0.0234375,1.052734375
alpha,6295,0.01953125,0.013671875,1.103515625
alpha,6298,0.07421875,0.01953125,1.107421875
alpha,6300,0.0859375,0.037109375,1.125
alpha,6303,0.03515625,0.080078125,1.1328125
alpha,6305,-0.001953125,0.056640625,1.119140625
alpha,6307,-0.01953125,0.013671875,1.126953125
alpha,6310,-0.05859375,0.04296875,1.091796875
alpha,6312,-0.076171875,0.044921875,1.072265625
alpha,6315,-0.0859375,0.0859375,1.080078125
alpha,6317,-0.06640625,0.111328125,1.083984375
alpha,6320,-0.03515625,0.068359375,1.0
alpha,6322,0.00390625,0.0390625,0.96484375
alpha,6325,0.02734375,0.060546875,1.0078125
alpha,6327,0.03515625,0.06640625,1.04296875
alpha,6330,0.046875,0.080078125,0.96875
alpha,6332,0.037109375,0.146484375,1.015625
alpha,6335,0.001953125,0.072265625,0.994140625
alpha,6337,-0.03125,0.08203125,1.01171875
alpha,6340,-0.044921875,0.021484375,0.951171875
alpha,6343,-0.115234375,0.064453125,0.951171875
alpha,6345,-0.140625,0.0546875,0.876953125
alpha,6348,-0.091796875,0.044921875,0.92578125
alpha,6350,-0.052734375,0.076171875,1.015625
alpha,6353,0.015625,0.056640625,0.95703125
alpha,6355,-0.04296875,0.01171875,0.970703125
alpha,6358,-0.07421875,0.037109375,0.998046875
alpha,6360,-0.107421875,0.060546875,1.03515625
alpha,6363,-0.10546875,0.041015625,1.005859375
alpha,6366,-0.048828125,0.041015625,0.9921875
alpha,6368,0.0390625,0.07421875,0.9453125
alpha,6371,-0.015625,0.056640625,0.9765625
alpha,6373,-0.087890625,0.056640625,1.001953125
alpha,6377,-0.123046875,0.08984375,1.111328125
alpha,6380,-0.19140625,0.078125,0.998046875
alpha,6383,-0.181640625,0.048828125,1.0390625
alpha,6385,-0.181640625,0.08984375,0.99609375
alpha,6388,-0.193359375,0.111328125,0.99609375
alpha,6390,-0.20703125,0.080078125,0.919921875
alpha,6393,-0.171875,0.056640625,0.880859375
alpha,6395,-0.150390625,0.076171875,0.94921875
alpha,6398,-0.154296875,0.0703125,0.9453125
alpha,6401,-0.208984375,0.06640625,0.970703125
alpha,6403,-0.263671875,0.068359375,0.966796875
alpha,6406,-0.263671875,0.05859375,0.984375
alpha,6408,-0.294921875,0.052734375,1.037109375
alpha,6411,-0.306640625,0.03515625,1.017578125
alpha,6413,-0.30078125,0.0703125,1.03515625
alpha,6417,-0.34375,0.0234375,0.974609375
alpha,6419,-0.390625,-0.052734375,0.8671875
alpha,6422,-0.314453125,0.0546875,0.974609375
alpha,6424,-0.212890625,0.181640625,1.03125
alpha,6427,-0.16796875,0.12890625,1.0625
alpha,6429,-0.1640625,0.01953125,0.87890625
alpha,6432,-0.14453125,0.11328125,1.060546875
alpha,6434,-0.140625,0.005859375,0.984375
alpha,6438,-0.1015625,0.044921875,1.078125
alpha,6440,-0.15625,-0.04296875,0.91796875
alpha,6443,-0.236328125,-0.111328125,0.708984375
alpha,6445,-0.34765625,0.03125,0.732421875
alpha,6448,-0.33984375,-0.01171875,0.69921875
alpha,6450,-0.36328125,-0.017578125,0.681640625
alpha,6453,-0.208984375,-0.109375,0.314453125
alpha,6455,-0.056640625,-0.17578125,0.322265625
alpha,6458,-0.037109375,0.021484375,0.525390625
alpha,6460,-0.05078125,-0.03515625,0.546875
alpha,6463,-0.068359375,-0.005859375,0.51953125
alpha,6465,0.123046875,0.0234375,0.962890625
alpha,6468,-0.00390625,0.294921875,1.43359375
alpha,6470,-0.001953125,0.12890625,1.625
alpha,6473,0.111328125,0.34375,1.947265625
alpha,6476,0.037109375,0.40625,1.275390625
alpha,6479,0.1875,0.021484375,0.947265625
alpha,6483,0.26953125,0.28515625,1.38671875
alpha,6485,-0.02734375,0.119140625,0.990234375
alpha,6488,0.0625,0.16015625,0.982421875
alpha,6490,0.34765625,0.197265625,1.50390625
alpha,6493,0.111328125,0.0625,1.0703125
alpha,6495,0.046875,-0.208984375,0.75
alpha,6498,0.28515625,-0.046875,1.025390625
alpha,6501,0.341796875,0.021484375,1.498046875
alpha,6503,0.21875,0.193359375,0.8828125
alpha,6506,0.173828125,-0.048828125,0.41015625
alpha,6510,-0.029296875,-0.244140625,-0.224609375
alpha,6512,-0.005859375,-0.41015625,-0.060546875
alpha,6515,-0.099609375,-0.25390625,0.330078125
alpha,6517,0.005859375,0.0390625,0.73828125
alpha,6520,-0.173828125,-0.068359375,0.494140625
alpha,6523,-0.060546875,-0.384765625,-0.0859375
alpha,6525,0.171875,-0.17578125,0.0234375
alpha,6528,-0.001953125,-0.05859375,0.49609375
alpha,6530,0.0625,0.12109375,1.15625
alpha,6533,0.06640625,0.203125,1.353515625
alpha,6535,0.0234375,-0.08203125,1.06640625
alpha,6539,0.16796875,-0.01171875,0.9453125
alpha,6543,-0.015625,0.01171875,0.873046875
alpha,6545,-0.03125,0.123046875,0.71484375
alpha,6548,0.09375,-0.078125,0.681640625
alpha,6550,0.173828125,-0.033203125,0.720703125
alpha,6552,0.123046875,0.14453125,0.921875
alpha,6555,0.146484375,0.068359375,1.119140625
alpha,6557,0.109375,0.197265625,1.0078125
alpha,6560,-0.0078125,0.013671875,1.03515625
alpha,6562,-0.009765625,0.158203125,1.056640625
alpha,6565,0.0703125,0.201171875,1.125
alpha,6567,0.13671875,-0.0546875,0.58984375
alpha,6570,0.38671875,-0.11328125,0.38671875
alpha,6572,0.392578125,-0.029296875,0.71875
alpha,6575,0.236328125,0.18359375,1.103515625
alpha,6577,0.26171875,0.201171875,1.533203125
alpha,6580,0.353515625,0.294921875,1.603515625
alpha,6583,0.490234375,0.232421875,1.427734375
alpha,6585,0.46875,0.2265625,1.181640625
alpha,6588,0.373046875,0.22265625,1.013671875
alpha,6590,0.25,0.125,1.126953125
alpha,6593,0.24609375,0.13671875,1.201171875
alpha,6595,0.359375,0.08984375,1.203125
alpha,6598,0.392578125,0.05859375,1.078125
alpha,6600,0.369140625,0.021484375,0.9609375
alpha,6603,0.259765625,0.048828125,0.986328125
alpha,6605,0.216796875,0.064453125,0.884765625
alpha,6608,0.19921875,0.068359375,0.93359375
alpha,6610,0.19140625,0.048828125,1.009765625
alpha,6613,0.236328125,0.01171875,1.021484375
alpha,6616,0.251953125,0.03125,0.95703125
alpha,6618,0.275390625,-0.013671875,0.98046875
alpha,6621,0.33984375,-0.013671875,0.99609375
alpha,6625,0.294921875,0.091796875,1.017578125
alpha,6627,0.26171875,0.005859375,0.984375
alpha,6630,0.265625,0.060546875,0.9140625
alpha,6632,0.291015625,0.009765625,0.9453125
alpha,6635,0.2265625,-0.015625,0.8828125
alpha,6638,0.138671875,0.115234375,0.896484375
alpha,6640,0.107421875,-0.07421875,0.671875
alpha,6643,0.15625,0.11328125,0.873046875
alpha,6645,0.302734375,0.080078125,0.794921875
alpha,6648,0.34765625,0.126953125,0.9140625
alpha,6650,0.349609375,-0.013671875,0.978515625
alpha,6653,0.376953125,0.052734375,1.064453125
alpha,6656,0.3359375,0.13671875,1.486328125
alpha,6660,0.037109375,0.333984375,1.6953125
alpha,6663,0.142578125,0.10546875,1.083984375
alpha,6665,0.19140625,0.107421875,1.1328125
alpha,6668,0.232421875,0.271484375,0.787109375
alpha,6670,0.08203125,-0.125,0.29296875
alpha,6673,0.21484375,-0.1015625,-0.11328125
alpha,6675,0.36328125,-0.353515625,0.05859375
alpha,6678,0.15625,-0.05078125,0.490234375
alpha,6680,0.044921875,0.033203125,0.716796875
alpha,6683,-0.06640625,-0.208984375,0.67578125
alpha,6687,0.203125,-0.046875,0.787109375
alpha,6690,0.267578125,0.166015625,1.0859375
alpha,6693,-0.052734375,0.13671875,1.0234375
alpha,6695,-0.06640625,-0.05859375,0.837890625
alpha,6698,0.146484375,0.02734375,0.794921875
alpha,6700,-0.044921875,0.04296875,0.4921875
alpha,6703,-0.0625,-0.076171875,0.53515625
alpha,6705,0.041015625,-0.00390625,0.283203125
alpha,6708,-0.00390625,-0.310546875,0.708984375
alpha,6710,0.0546875,0.0390625,1.541015625
alpha,6713,-0.083984375,0.236328125,1.642578125
alpha,6715,-0.30859375,0.08203125,1.0703125
alpha,6718,-0.25390625,-0.029296875,0.16015625
alpha,6720,-0.115234375,-0.392578125,-0.3125
alpha,6723,-0.01953125,-0.09375,0.033203125
alpha,6725,-0.169921875,0.142578125,1.025390625
alpha,6728,-0.15625,0.28125,1.76171875
alpha,6730,-0.193359375,0.267578125,1.525390625
alpha,6733,-0.359375,0.068359375,0.9453125
alpha,6737,-0.109375,-0.060546875,0.62890625
alpha,6739,0.0546875,-0.001953125,0.646484375
alpha,6742,-0.03125,-0.1328125,1.015625
alpha,6745,-0.2890625,0.224609375,1.154296875
